artist,link,song,text
Glen Campbell,/g/glen+campbell/break+my+mind_20499573.html,Break My Mind,"Baby oh baby tell the man at the ticket stand that you've changed your mind  
Let me run outside and tell the cab to keep his meter flyin'  
Cause if you say goodbye to me babe you're gonna break my mind  
Break my mind break my mind  
No I just can't stand to hear them big jet engines whine  
Break my mind break my mind oh Lord  
If you leave you're gonna leave a babblin' fool behind  
  
Oh baby oh baby let me keep your suitcase off of the scales in time  
Tell the man that you've suddenly developed a thing about flyin'  
Cause if you say goodbye to me girl you're gonna break my mind  
Break my mind break my mind  
Break my mind break my mind  
Baby break my mind break my mind

"
Gordon Lightfoot,/g/gordon+lightfoot/dreamland_20061576.html,Dreamland,"You come to me in times of need  
When you can't find anyone  
You seem to be much better off now  
There's a rainbow number one  
We could see life through the gutter then  
Till it caused my heart to break  
There was too much toil in dreamland  
And too much love to take  
  
Sometimes I remember when  
We were all dressed up in still  
I don't recall the gist of it all  
But you drove the young men wild  
You could wrap me around your finger  
Till it caused my heart to break  
There was too much toil in dreamland  
And too much love to take  
  
So if you need me near you  
You can do it if you choose  
There was too much toil in dreamland  
And too much love to lose  
  
You make me do what you want me to do  
Then you run the rules on me  
You seem to be the wiser now  
Could it be you'be been deceived  
Anytime you felt like tryin'  
You would cause my heart to break  
There was too much toil in dreamland  
And too much love to take  
  
So if you need me near you now  
You can do it if you choose  
There was too much toil in dreamland  
And too much love to lose

"
Grand Funk Railroad,/g/grand+funk+railroad/sally_20062089.html,Sally,"Oh little Sally, you know I love you baby.  
Sally, I said I love you baby.  
Sally, it's alright, it's alright.  
  
Remember girl when we both was younger.  
It was the days we had so much fun girl.  
Rememberin' all of our childhood days, yeah.  
We had our fun in so many ways.  
  
You know I would have loved you anyway.  
It ain't just something I just had to say.  
Don't let them tell you that you're not my kind.  
Sally, Sally, Sally tell them you're mine, mine, mine.  
  
Sally, yeah,  
Oh little Sally, I said I love you baby.  
Sally, I said I love you baby.  
Sally, it's alright.  
  
You know I would have loved you anyway.  
It ain't just something I just had to say.  
Don't let them tell you that you're not my kind.  
Sally, Sally, Sally tell them you're mine, mine, mine.  
  
Oh little Sally, you know I love you baby.  
Sally, I love you baby.  
Sally, it's alright, it's alright.  
It's alright.  
  
Oh little Sally, you know I love you baby.  
Sally  
Sally, it's alright, it's alright.  
It's alright.  
It's alright.

"
Grateful Dead,/g/grateful+dead/gloria_20205697.html,Gloria,"Want to tell you about my baby, you know she comes around  
Just about five feet-four from her head to the ground  
You know she comes around here just about midnight  
She makes me feel so good, she makes me feel alright  
  
And her name is G.L.O.R.I.A G.L.O.R.I.A  
Gloria I want to to shout it all night  
Gloria I want to to shout it all day  
  
She comes around here just about midnight  
She only come to make me feel good, she makes me feel alright  
She comes walking down my street, she comes up to my house  
Knockin' on my door, now she comes to my room  
  
A she makes me feel alright  
And her name is G.L.O.R.I.A. G.L.O.R.I.A.  
Gloria I want to to shout it all day

"
Green Day,/g/green+day/sweet+children_20062732.html,Sweet Children,"See a young girl so soft and blonde.  
Doesn't attack me but she did once.  
Intoxication's in her veins.  
Sweet young boy plays with her brain.  
Lydia'll bring to life.  
What are your chance not to oblige.  
Putting his hand on her thigh.  
Ability has now been ripped.  
Take it away, I'd rather sit.  
Sweet children, sweet children, sweet children. Remember when.  
Johnny's playing fun and games, or else he's ?in the storage shed?.  
Running from the light of day, or maybe lie and celebrate.  
The funny circus from his head.  
Follow me if you understand.  
I'll trick her so she'll do it.  
Then I'll sing and now we run.  
Sweet children, sweet children, sweet children. Remember when.  
Sweet children, sweet children, sweet children. Remember when

"
Green Day,/g/green+day/teenage+lobotomy_20374863.html,Teenage Lobotomy,"[Originally by Ramones]  
  
Lobotomy!  
Lobotomy!  
Lobotomy!  
Lobotomy!  
  
Ddt did a job on me  
Now I am a real sickie  
Guess I'll have to break the news  
That I got no mind to lose  
All the girls are in love with me  
I'm a teenage lobotomy  
  
Slugs and snails are after me  
Ddt keeps me happy  
Now I guess I'll have to tell 'em  
That I got no cerebellum  
Gonna get my Ph. D.  
I'm a teenage lobotomy  
  
Lobotomy!  
Lobotomy!  
Lobotomy!  
Lobotomy!  
  
Ddt did a job on me  
Now I am a real sickie  
Guess I'll have to break the news  
That I got no mind to lose  
All the girls are loving me  
I'm a teenage lobotomy

"
Halloween,/h/halloween/carol+for+halloween_20794937.html,Carol For Halloween,"Wreck the walls and fences, Golly.  
Fa-la-la-la-lah, la-la-la-lah  
Isn't trick or treating Jolly?  
Fa-la-la-la-lah, La-la-la-lah  
Strip that tree, slash that tire,  
Fa-la-la, La-la-la, La-la-lah  
Trip that old man with a wire,  
Fa-la-la-la-lah, La-la-la-lah  
  
Dressed in sheets and odd apparel,  
Fa-la-la-la-lah, La-la-la-lah  
Can't tell Jack from Max or Carol,  
Fa-la-la-la-lah, La-la-la-lah  
Which is good for no one else can,  
Fa-la-lah, La-la-lah, La-la-lah  
Just like gorwn-ups play Ku Klux Klan,  
Fa-la-la-la-lah, La-la-la-lah.

"
Halloween,/h/halloween/trick+or+treat_20794924.html,Trick Or Treat,"By Geof Johnson  
  
The very best part of Halloween  
Is getting more candy than you've ever seen.  
I've got my scariest costume on.  
I scare myself when I'm all alone.  
  
Sun goes down, I'm all dressed up,  
I set out to try my luck.  
Walkin' up and down the street,  
I knock on the door and say...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
The very first house is big and dark,...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
The very next house is big and white,...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
If you go out Halloween night,  
I'll give you a tip that'll make it all right.  
Smile at everyone that you meet.  
Knock on the door and say...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.

"
Hollies,/h/hollies/on+a+carousel_20270655.html,On A Carousel,"Riding along on a carousel, trying to catch up to you.  
Riding along on a carousel, will I catch up to you?  
  
Horses chasing 'cause they're racing.  
So they ain't so far.  
  
On a carousel, on a carousel.  
  
Nearer and nearer by changing horses, still so far away.  
People fighting for their places just get in my way.  
Soon you'll leave and then I'll lose you  
Still we're going round.  
  
On a carousel, on a carousel,  
round and round and round and round  
round and round and round and round with you.  
Up, down, up, down, up, down, too.  
  
As she leaves, she drops the presents that she won before.  
Pulling ducks out of the water, got the highest score.  
Now's my chance and I must take it, a case of do-or-die.  
  
On a carousel, on a carousel,  
round and round and round and round  
round and round and round and round with you.  
Up, down, up, down, up, down, too  
  
Riding along on a carousel, trying to catch up to you.  
Riding along on a carousel, will I catch up to you?  
  
Now we take our ride together  
No more chasing her.  
  
On a carousel, on a carousel

"
Iggy Pop,/i/iggy+pop/real+wild+child_20066912.html,Real Wild Child,"Well I'm just outta school  
Like I'm real real cool  
Gotta dance like a fool  
Got the message that I gotta be  
A wild one  
Ooh yeah I'm a wild one  
  
Gotta break it loose  
Gonna keep 'em movin' wild  
Gonna keep a swingin' baby  
I'm a real wild child  
  
Gonna met all muh friends  
Gonna have our self a ball  
Gonna tell my friends  
Gonna tell them all  
That I'm a wild one  
Ooh yeah I'm a wild one  
  
Gotta break it loose  
Gonna keep 'em movin' wild  
Gonna keep a swingin' baby  
I'm a real wild child  
  
I'm a real wild one  
An' I like a wild fun  
In a world gone crazy  
Everything seems hazy  
I'm a wild one  
Ooh yeah I'm a wild one  
  
Gotta break it loose  
Gonna keep 'em movin' wild  
Gonna keep a swingin' baby  
I'm a real wild child  
  
I'm a wild one  
I'm a wild one  
I'm a wild one  
Oh baby  
I'm a wild one  
  
Gotta break it loose  
Gonna keep 'em movin' wild  
Gonna keep a swingin' baby  
I'm a real wild child

"
Indigo Girls,/i/indigo+girls/i+dont+wanna+know_20067347.html,I Don't Wanna Know,"Well you followed me this far  
Did you find out what's inside  
Can you tell me what I'm doing  
Is it something I should hide  
I don't know for sure  
I don't wanna find out what I left there for  
  
I'm not scared and I'm not lonely  
Saving all my money or my breath  
I'm not looking for an answer  
Or anyone to second guess no  
  
You told me all your secrets  
And I filled you up with lies  
Now I'm living honestly  
Because I said goodbye  
I can't go home anymore  
I don't wanna find out what I left there for  
  
I'm not scared and I'm not lonely  
Saving all my money or my breath  
I'm not looking for an answer  
I'm not asking anyone to second guess  
  
I was losing all my senses  
I was losing all control  
It was getting so offensive  
Now you want me back for more  
And I just won't go  
  
If you think you know the answers  
You've got a lot of gall  
Cause it gives you satisfaction  
Knowing nothing at all  
I don't care anymore  
And I don't wanna find out what I left there for  
What I left there for  
  
I'm not scared and I'm not lonely  
Saving all my money or my breath  
I'm not looking for an answer  
I'm not asking anyone to take a second guess no  
  
I'm not scared and I'm not lonely  
Saving all my money or my breath yeah  
I'm not looking for an answer  
I'm not asking anyone to take a second guess no  
Take a second guess yeah  
Take a second guess yeah  
(Hey)  
Take a second guess yeah  
(Hey)  
Take a second guess yeah  
Take a second guess  
(I can't talk to you)  
Take a second guess  
(Yeah, yeah I know)  
Take a second guess  
(Well I gotta go okay)  
Take a second guess  
Take a second guess  
(Over one billion served)  
Take a second guess  
Oh yeah

"
Irving Berlin,/i/irving+berlin/i+never+had+a+chance_20496785.html,I Never Had A Chance,"I guess there's nothing to do  
And nothing to say,  
But simply go on my way  
And call it a day.  
  
I guess I'm ready to go  
Right back on the shelf,  
Because at last I've learned  
Where you're concerned,  
I've just been fooling myself.  
  
I never had a chance,  
I thought you cared for me,  
But now I see I never had a chance.  
I never had a chance.  
Though you never told me so,  
Somehow I know I never had a chance.  
  
I knew we'd have to part,  
For I could always reach your lips  
But I could never reach your heart.  
My dream about romance  
Ended in a friendly chat.  
But more than that,  
I never had a chance.  
  
I never had a chance,  
I thought you cared for me,  
But now I see I never had a chance.  
I never had a chance.  
Though you never told me so,  
Somehow I know I never had a chance.  
  
I knew we'd have to part,  
For I could always reach your lips  
But I could never reach your heart.  
My dream about romance  
Ended in a friendly chat.  
But more than that,  
I never had a chance.

"
Isley Brothers,/i/isley+brothers/shout_20220226.html,Shout,"We-eee-eeel....  
You know you make me wanna (Shout!)  
Kick my heels up and (Shout!)  
Throw my hands up and (Shout!)  
Throw my head back and (Shout!)  
Come on now (Shout!)  
Don't forget to say you will  
Don't forget to say, yeah  
Yeah, yeah, yeah, yeah  
(Say you will)  
Say it right now bab-ay  
(Say you will)  
Come on, come on  
(Say you will)  
Say it, will-a you-ooooo!  
(Say you will)  
You got it, now!  
(Say) say that you love me  
(Say) say that you need me  
(Say) say that you want me  
(Say) you wanna please me  
(Say) come on now  
(Say) come on now  
(Say) come on now  
(Say) come on now  
(Say) I still remember  
(Shooby-doo-wop-do-wop-wop-wop-wop)  
When you used to be nine years old  
(Shooby-doo-wop-do-wop-wop-wop-wop)  
Yeah-yeah!  
I was a fool for you, from the bottom of my soul, yeah!  
(Shooby-doo-wop-do-wop-wop-wop-wop)  
Now that you've grown, up  
(Shooby-doo-wop-do-wop-wop-wop-wop)  
Enough to know, yeah yeah  
(Shooby-doo-wop-do-wop-wop-wop-wop)  
You wanna leave me, you wanna, let me go  
(Shooby-doo-wop-do-wop)  
I want you to know  
I said I want you to know right now, yeah!  
You been good to me baby  
Better than I been to myself, hey! Hey!  
An if you ever leave me  
I don't want nobody else, hey! Hey!  
I said I want you to know-ho-ho-hey!  
I said I want you to know right now, hey! Hey!  
You know you make me wanna  
(Shout-wooo) hey-yeah  
(Shout-wooo) yeah-yeah-yeah  
(Shout-wooo) aaaalll-right  
(Shout-wooo) aaaalll-right  
(Shout-wooo) come on now!  
(Shout) come on now!  
(Shout) yeah, yeah, yeah  
(Shout) yeah, yeah, yeah (good sound)  
(Shout) yeah, yeah, yeah (good sound)  
(Shout) yeah, yeah, yeah (good sound)  
(Shout) all-alright (good sound)  
(Shout) it's all-alright (good sound)  
(Shout) all-alright (good sound)  
(Shout) all-alright (aah)  
Now wai-a-ait a minute!  
I feel aaaaaaallllllright!  
(Yeah-Yeah, Yeah-Yeah!)  
(Oooooooow)  
Now that I got my woman  
I feel aaaaaaaalllllright!  
(Yeah-Yeah, Yeah-Yeah, Yeah-Yeah)  
Every time I think about you  
You been so good to me  
You know you make me wanna  
(Shout-wooo) lift my heels up and  
(Shout-wooo) throw my head back and  
(Shout-wooo) kick my heels up and  
(Shout-wooo) come on now  
(Shout-wooo) take it easy  
(Shout-wooo) take it easy  
(Shout-wooo) take it easy (higher)  
(Shout) a little bit softer now (wooo)  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit softer now  
(Shout) a little bit louder now  
(Shout) a little bit louder now  
(Shout) a little bit louder now (ooo)  
(Shout) a little bit louder now  
(Shout) a little bit louder now  
(Shout) a little bit louder now  
(Shout) a little bit louder now (wooo)  
(Shout) a little bit louder now (wooo)  
(Shout) a little bit louder now (wooo)  
(Shout) a little bit louder now (wooo)  
(Shout) a little bit louder now (wooo)  
(Shout) a little bit louder now  
(Shout)  
Hey-Hey-A-Hey  
(Hey-Hey-A-Hey)  
Hey-A-Hey-A  
(Hey-A-Hey-A)  
Hey-A-Hey-A)  
(Hey-A-Hey-A)  
Hey-A-A-Hey)  
(Hey-A-A-Hey)  
Jump now!  
Jump up and shout now (wooo)  
Jump up and shout now (wooo)  
Jump up and shout now (wooo)  
Jump up and shout now (wooo)  
Jump up and shout now (wooo)  
Everybody shout now  
Everybody shout now  
Everybody, shout, shout  
Shout, shout, shout  
Shout, shout, shou-out  
Shout, shout, shou-out  
Shout, shout, shout, shout (oh-whoa-yeah)  
Shout, shout, shout, shout (oh yeah)  
Shout, shout, shout, shout  
Everybody shout now (ooo)

"
Jackson Browne,/j/jackson+browne/marianne_20068677.html,Marianne,"Marianne, marianne  
With your voice like silver strings ringing  
And sounds of laughter and singing  
Keep repeating, marianne, marianne  
  
Marianne, marianne  
Oh I can tell better than anyone else could  
That there's more to you than just bad or good  
There's a teardrop or a shaft of light for your heart  
  
Marianne, oh, marianne  
The dawn will be breaking soon  
And my voice will fade with the moon  
And the sunlight will remind me of you

"
Janis Joplin,/j/janis+joplin/mississippi+river_20069752.html,Mississippi River,"Ready ?  
Well, I'm going down that mississippi river,  
Yes, I am, yes I am.  
Well, I'm going down that mississippi river,  
Yes, I am, yes I am.  
Yes I am, boy, yes I am.  
Well, I'm goin' on that big belle louise,  
Yes, I am, yes I am.  
Well, I'm going on that big belle louise,  
Yes, I am, yes I am.  
Yes I am, boy, yes I am.  
Oh man, where are you gonna catch your river  
Catch me tryin', you catch me tryin'.  
Oh man, where are you gonna catch your river  
You catch me tryin', you catch me tryin'.  
You catch me tryin', boys, you catch me tryin'.  
Man, will your daughter take on me ?  
Well, I don't know, I don't know.  
Oh man, will your daughter take on me ?  
I don't know, I don't know.  
I don't know, boy, I don't know.  
Well, I'm going down that mississippi river,  
Yes, I am, yes I am.  
Well, I'm going down that mississippi river,  
Yes, I am, yes I am.  
Yes I am, boy, yes I am.  

"
Jimmy Buffett,/j/jimmy+buffett/license+to+chill_20232386.html,License To Chill,"Work, work, work  
Big pile of it and the boss is a jerk.  
I just want to disappear  
Wishin' I was somewhere other than here.  
  
Livin' for the weekend,  
Jumpin' off the deep end,  
With just enough money to buy  
A license to chill  
And I believe I will  
  
Let the rat race run, roll around in the sun until  
Trouble turns funny, songs get sung  
A little bit of money, the night's still young  
Leave me alone I've got a license,  
A license to chill  
  
Girls, girls, girls  
Ain't nothin' like them in the whole wide world.  
So damn smart and cute,  
And it's amazing what they pass off as a bathing suit.  
Winners and losers  
Sailors and cruisers  
We're all qualified, for a license to chill  
And I believe I will  
  
Let the rat race run, roll around in the sun until  
Trouble turns funny, songs get sung  
A little bit of money, the night's still young  
Leave me alone I've got a license,  
A license to chill  
  
License to chill  
And I believe I will  
Let the rat race run, roll around in the sun until  
Trouble turns funny, songs get sung  
One good song will last all night long  
Leave me alone I've got a license,  
A license to chill  
  
A license to chill  
  
Ramos go rent me a coupe Deville  
Hey KL, where's that barbecue grill  
Head on down to Margaritaville  
Have me a cheeseburger with a big pickle dill  
Jesus, I sound kinda mentally ill  
I guess I better go turn on Dr Phil

"
John Mellencamp,/j/john+mellencamp/the+breakout_20074466.html,The Breakout,"Why do I think there's nobody out there  
No one who wants me and no one who knows  
I wait in this place and no one can see me  
After all this time could I be so alone  
I walk through this old town and still feel so lonely  
The winds play sad songs high in the trees  
The sun never shines this deep in the forest  
And I in the darkness or is the darkness in me  
I wanna break  
I wanna break out  
I wanna break  
I wanna break out  
I want to taste the tears of a lover  
Warm as my blood as wet as a kiss  
But it's only dark rain that falls in this old town  
Old as my memory and as cold as my lips  
I wanna break  
I wanna break out  
I don't wanna fake it  
I want to break out  
And when I feel lonely  
And when I feel lonely  
You fly me to the sun  
Above this old town  
From the top of a tower  
I forget about living I forget about pain  
At the edge of the platform  
At the edge of a heartbeat  
Above this old town I flew away  
I wanna break  
I wanna break out  
I don't wanna fake it  
I want to break out  
I wanna break  
I wanna break out  
I want to break  
I want to break out

"
John Prine,/j/john+prine/chinatown_20074789.html,Chinatown,"Well, the moon is yellow and the people are too  
They roll eggs on a bar-be-que  
I was feeling kinda cocky with a head full of sake  
Down in chinatown  
There was dragons flyin' kites high above the stores  
Dead fish heads laying on the floor  
I got a sideways hickey from a slant-eyed chickie  
Down in chinatown  
And it was suddenly, was suddenly, whoa whoa  
Yeah, suddenly yeah, suddenly whoa whoa  
They smelled fish  
We smelled like a meat  
Sucking on a soda pop oh so sweet  
Got a sugar rush that'd would make 'em blush  
Down in chinatown  
Won ton two ton three ton four  
Smoke a cigarette throw it on the floor  
I killed the pie-faced mothey with a shoeshine clothy  
Down in chinatown  
It was suddenly, was suddenly, whoa whoa  
Yeah, suddenly, yeah, suddenly whoa whoa  
The moonie is yellowie and the people are too  
They roll eggs on a bar-be-que  
I was feeling kinda cocky with head full of saki  
Down in chinatown  
I got a sideways hickey from a slant-eyed chickie  
Down in chinatown  
Hey, down in chinatown  
Hey, down in chinatown  

"
John Prine,/j/john+prine/i+had+a+dream_20074800.html,I Had A Dream,"I had a dream last night  
Last night I had a dream  
Everything was black and white  
And it smelled like gasoline  
We stood in the corner  
And I held you tight  
I kissed your mouth  
Till my head got light  
Last night when I had a dream  
I had a dream last night  
Last night I had a dream  
Birds were flying left and right  
Through the light of a movie screen  
Everyone was looking  
For something to do  
I even thought  
I had a chance with you  
Last night when I had a dream  

"
Johnny Cash,/j/johnny+cash/accidentally+on+purpose_20164516.html,Accidentally On Purpose,"Accidentally I saw you this morning you were lovely dressed in your wedding
gown  
And they say that you married a stranger to me that had drifted to our old
hometown  
Accidentally you've met him one evening and you say it was love at first sight  
Accidentally on purpose you've married accidentally on purpose for spite  
Cause I saw out cheating and running around  
And I was just a fool with a heart of a clown  
Accidentally you were mistaken that night accidentally on purpose for spite  
  
Cause I saw out cheating

"
Johnny Cash,/j/johnny+cash/breaking+bread_20159740.html,Breaking Bread,"Breaking bread, breaking bread  
We are gathered here together to break bread  
Breaking bread, breaking bread  
We are gathered here together to break bread  
It's not the barley or the wheat  
It's not the oven or the heat  
That makes this bread so good to eat  
It's the needing and the sharing that makes the meal complete  
Breaking bread, breaking bread  
We are gathered here together to break bread  
Breaking bread, breaking bread  
We are gathered here together to break bread  
Upon the water prayed his cast  
The last is first, the first is last  
For everyone who eats this bread  
There are thousands maybe more that will be fed  
Breaking bread, breaking bread  
We are gathered here together to break bread  
Breaking bread, breaking bread  
We are gathered here together to break bread  
Breaking bread, breaking bread  
We are gathered here together to break bread  

"
Journey,/j/journey/escape_20075671.html,Escape,"He's just a young boy out of school  
Livin' his world like he wants to  
They're makin' laws, but they don't understand  
Turns a boy in to a fightin' man  
They won't take me  
They won't break me  
No one could tell him what to do  
Had to learn everything the hard way  
He's on the street, breakin' all the rules  
I'm tellin' you that he's nobody's fool  
They won't take me  
They won't break me  
Now he's leavin', gettin' out from this masquerade  
Oh gotta go  
  
I'm finally out in the clear and I'm free  
I've got dreams I'm livin' for  
I'm movin' on where they'll never find me  
Rollin' on to anywhere  
I'll break away, yes I'm on my way  
Leavin' today, yes I'm on my way  
Just when you think you had it all figured out  
Runnin' scared can change your mind  
I never knew I had so much to give  
How hard times can fool ya  
Oh I'm okay, I'm alright  
Feelin' good out on your own  
  
I'll break away, I'll break away tonight  
I've got dreams I'm livin' for  
I'll break away  
Yes, I'm on my way  
I'm leaving', leavin' today  
Yes, I'm on my way  
This is my escape  
Yes, I'm on my way  
I'll break away  
Yes, I'm on my way

"
Keith Urban,/k/keith+urban/break+on+me_21103518.html,Break On Me,"[Verse 1]  
There'll be days your heart don't wanna beat  
You pray more than you breathe  
And you just wanna fall to pieces  
And nights, those 2 AM calls  
Where dreams become walls  
And you just need a break  
Break on me  
  
[Chorus]  
Shatter like glass  
Come apart in my hands  
Take as long as it takes, girl  
Break on me  
Put your head on my chest  
Let me help you forget  
When your heart needs to break  
Just break on me  
  
[Verse 2]  
There'll be times when someone you know  
Becomes someone you knew  
But you'd do anything to change it  
And words you wanna take back  
But you know you can't  
When the page just won't turn  
And it still hurts  
Break on me  
  
[Chorus]  
Shatter like glass  
Come apart in my hands  
Take as long as it takes, girl  
Break on me  
Put your head on my chest  
Let me help you forget  
When your heart needs to break  
Just break on me  
  
[Bridge]  
Oh, when you need somebody  
When you need somebody right now  
You're where I'll be  
Break on me  
  
[Chorus]  
Shatter like glass  
Come apart in my hands  
Take as long as it takes, girl  
Break on me  
Put your head on my chest  
Let me help you forget  
When your heart needs to break  
Just break on me  
Break on me  
Break on me, baby

"
Kelly Clarkson,/k/kelly+clarkson/second+wind_21096196.html,Second Wind,"Why do we build up all these idols  
Just to watch 'em fall?  
You're wearin' the crown, toast of the town  
And no one takes your call  
  
Yeah maybe I've been down, down, down, down  
But I always come back around, 'round, 'round, 'round  
  
You can't forget about me  
While you weren't lookin' I was gettin' even higher  
Say what you want about me  
Your words are gasoline on my fire  
You can hate me, underestimate me  
Do what you do cause what you do don't phase me  
Just when you think I'm at the end  
Any second I'ma catch my second wind  
  
An airplane's only paper 'til it finds a breeze  
But don't you know that it's the low that makes the high so sweet?  
When they try to break, break, break you  
That's when you get your break, break, breakthrough  
  
You can't forget about me  
While you weren't lookin' I was gettin' even higher  
Say what you want about me  
Your words are gasoline on my fire  
You can hate me, underestimate me  
Do what you do cause what you do don't phase me  
Just when you think I'm at the end  
Any second I'ma catch my second wind  
  
Yeah maybe I've been down, down, down, down  
But I always come back around, 'round, 'round, 'round  
  
You can't forget about me  
While you weren't lookin' I was gettin' even higher  
Say what you want about me  
Your words are gasoline on my fire  
You can hate me, underestimate me  
Do what you do cause what you do don't phase me  
Just when you think I'm at the end  
Any second I'ma catch my second wind

"
Kenny Chesney,/k/kenny+chesney/a+chance_20077652.html,A Chance,"Girl, don't you know it's all I can do  
To keep my hands off of you  
Anytime you're around  
And when the stars come out at night  
I dream of holdin' you tight  
Every time I lay down  
It feels so good to me to have you this bad  
The only other thing I wish I had was  
  
A chance  
A chance  
To tell you how I feel about you  
How it feels to live without a chance  
A chance  
To tell you I'll love you forever  
Knowing that I'll never have a chance  
  
Sometimes reality hurts  
And you wonder if life's worth living at all  
Knowing no matter how much you care  
You'll never have a prayer  
Of having what you want  
At least I've been close enough I could taste  
Beauty at it's best but never a trace of  
  
A chance  
A chance  
To tell you how I feel about you  
How it feels to live without a chance  
A chance  
To tell you I'll love you forever  
Knowing that I'll never have a chance  
  
A chance  
A chance  
To tell you I'll love you forever  
Knowing that I'll never have  
The chance

"
Kenny Chesney,/k/kenny+chesney/keys+in+the+conch+shell_20772060.html,Key's In The Conch Shell,"It's the third thatched roof on the right  
Right beside crystal blue water  
First wave of the day  
Almost got away but my sail board caught her.  
  
Funny, when you called I was thinking how good it'd be to see you again.  
The key's in the conch shell, come on in.  
  
Been here bout a month  
Not doing much of nothing at all  
  
Dodging man o wars  
Man it's hard to get bored when you're having a ball  
  
Make yourself at home, there's a good chance I'll be gone reeling on in  
Girl, the key's in the conch shell, come on in.  
  
Don't bring nothing but that sunshine smile  
Come on baby stay a while, stay a while.  
  
My favorite bar's in view  
Work there a day or two just to cover my tab  
Other than that, it ain't cost me a dime for the time I've had  
The only thing I need is some company from where have you been?  
  
Girl, the key's in the conch shell, come on in.  
Make yourself at home, there's a good chance I'll be gone reeling on in  
Girl, the key's in the conch shell, come on in.

"
Kenny Rogers,/k/kenny+rogers/my+funny+valentine_20821204.html,My Funny Valentine,"My funny valentine, sweet comic valentine  
You make me smile with my heart  
Your looks are laughable, unphotographable  
Yet you're my favorite work of art  
  
Is your figure less than Greek?  
Is your mouth a little weak?  
When you open it to speak  
Are you smart?  
  
Don't change a hair for me  
Not if you care for me  
Stay little valentine, stay  
Each day is Valentine's Day  
  
You're my favorite work of art  
  
Is your figure less than Greek?  
Is your mouth a little weak?  
When you open it to speak  
Are you smart? Oh  
  
Don't change your hair for me  
Not if you care for me  
Stay little valentine, stay  
Each day is Valentine's Day

"
Kim Wilde,/k/kim+wilde/born+to+be+wild_20160290.html,Born To Be Wild,"(Be wild)  
Get your motor runnin'  
Head out on the highway  
Lookin' for adventure  
And whatever comes our way  
Yeah darlin' go make it happen  
Take the world in a love embrace  
Fire all of your guns at once  
And explode into space  
I like smoke and lightning  
Heavy metal thunder  
Racin' with the wind  
And the feelin' that I'm under  
Yeah Darlin' go make it happen  
Take the world in a love embrace  
Fire all of your guns at once  
And explode into space  
Like a true nature's child  
We were born, born to be wild  
We can climb so high  
I never wanna die  
Born to be wild  
Born to be wild

"
Kinks,/k/kinks/never+met+a+girl+like+you_20078993.html,Never Met A Girl Like You,"Hey, I never met a girl like you before.  
Yeah, I never met a girl like you before.  
Girls like you are very hard to find.  
  
Hey, I never met a girl that I could miss.  
Yeah, I never met a girl that I could kiss.  
Girls like you are very hard to find.  
  
When I kiss you,  
I kiss your lovely lips.  
When I hold you,  
You got one hand I want to hold.  
  
Girl, I never met a girl like you before.  
Yeah, I never met a girl like you before.  
Girls like you are very hard to find.  
  
Hey, I never met a girl like you before.  
Yeah, I never met a girl like you before.  
Girls like you are very hard to find.  
To find, to find, you're mine...

"
Kyla,/k/kyla/last+chance_20733724.html,Last Chance,"This is my last dance with you  
This is my only chance to do all I can do  
To let you know that what I feel for you is real  
  
This is the last chance for us  
This is the moment that I just cannot let end  
Before I know that there's a chance we're more than friends  
  
So don't let go, don't let go  
Make it last all night  
This is my last chance to make you mine  
  
I kept my feelings so deep  
I kept my dreams of you and me somewhere inside  
Although I prayed that you would see it in my eyes  
  
But this is my last chance to say  
What's in my heart before you stay out of my life  
And then you'll understand the way I feel inside  
  
So hold me close cause it feels so right  
This is my last chance to make it mine  
Make this dream reality  
So close and yet so far  
Gotta find a way into your heart  
Gotta speak my mind  
Gotta open up to you this time  
I can't let you slip away tonight  
This is my last dance iwth you  
  
This is my only chance to do all I can do  
To let you know that what I feel for you is so real  
So don't let go  
Just make it last all night long  
This is my last chance to make you mine, yeah  
To make you mine

"
